,TbPEX5EGFP 1-100016_T330s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100017_T352s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100015_T308s_1_DELSHIFT_CH2_BIN1.0
10891,12.0,10.0,3
10892,27.0,12.0,13
10893,10.0,6.0,10
10894,3.0,16.0,13
10895,6.0,42.0,17
10896,23.0,19.0,9
10897,20.0,26.0,24
10898,9.0,13.0,12
10899,20.0,6.0,15
10900,14.0,8.0,11
10901,12.0,8.0,7
10902,15.0,12.0,7
10903,7.0,13.0,9
10904,15.0,14.0,14
10905,13.0,6.0,9
10906,14.0,13.0,7
10907,11.0,30.0,8
10908,9.0,66.0,11
10909,14.0,25.0,10
10910,9.0,61.0,15
10911,16.0,29.0,7
10912,8.0,9.0,7
10913,11.0,26.0,13
10914,17.0,22.0,13
10915,9.0,14.0,5
10916,16.0,8.0,12
10917,14.0,9.0,21
10918,14.0,16.0,18
10919,14.0,10.0,7
10920,11.0,9.0,16
10921,24.0,9.0,13
10922,24.0,14.0,21
10923,39.0,15.0,11
10924,36.0,7.0,14
10925,27.0,29.0,17
10926,19.0,22.0,24
10927,25.0,18.0,14
10928,40.0,12.0,3
10929,32.0,18.0,14
10930,27.0,17.0,7
10931,19.0,10.0,8
10932,18.0,5.0,8
10933,9.0,10.0,7
10934,13.0,14.0,12
10935,14.0,5.0,7
10936,22.0,21.0,9
10937,17.0,25.0,10
10938,18.0,24.0,6
10939,12.0,79.0,9
10940,9.0,46.0,9
10941,13.0,16.0,17
10942,22.0,16.0,38
10943,16.0,14.0,14
10944,22.0,8.0,22
10945,15.0,7.0,9
10946,12.0,15.0,28
10947,6.0,22.0,11
10948,12.0,41.0,8
10949,9.0,71.0,11
10950,12.0,57.0,7
10951,6.0,22.0,10
10952,6.0,13.0,17
10953,8.0,14.0,17
10954,12.0,8.0,15
10955,1.0,22.0,22
10956,24.0,19.0,18
10957,50.0,14.0,21
10958,10.0,28.0,5
10959,23.0,32.0,2
10960,22.0,12.0,5
10961,22.0,7.0,5
10962,36.0,10.0,5
10963,24.0,6.0,39
10964,19.0,9.0,13
10965,14.0,6.0,12
10966,11.0,14.0,13
10967,9.0,17.0,7
10968,6.0,45.0,27
10969,11.0,23.0,20
10970,14.0,12.0,28
10971,31.0,12.0,13
10972,34.0,10.0,23
10973,22.0,8.0,13
10974,55.0,3.0,12
10975,21.0,8.0,11
10976,41.0,8.0,15
10977,9.0,6.0,17
10978,4.0,8.0,27
10979,7.0,7.0,56
10980,13.0,10.0,21
10981,5.0,12.0,24
10982,6.0,8.0,9
10983,14.0,16.0,9
10984,10.0,15.0,3
10985,12.0,13.0,23
10986,7.0,9.0,12
10987,13.0,12.0,9
10988,9.0,10.0,12
10989,16.0,13.0,16
10990,14.0,4.0,5
10991,18.0,15.0,7
10992,18.0,12.0,7
10993,25.0,15.0,10
10994,25.0,18.0,13
10995,13.0,10.0,9
10996,26.0,13.0,8
10997,36.0,7.0,18
10998,15.0,13.0,16
10999,12.0,10.0,5
11000,8.0,13.0,3
11001,7.0,6.0,7
11002,22.0,3.0,15
11003,13.0,9.0,5
11004,7.0,11.0,15
11005,9.0,8.0,19
11006,14.0,15.0,19
11007,9.0,6.0,34
11008,6.0,11.0,9
11009,7.0,18.0,10
11010,5.0,10.0,15
11011,4.0,7.0,8
11012,9.0,10.0,5
11013,8.0,15.0,21
11014,5.0,6.0,25
11015,6.0,11.0,15
11016,18.0,20.0,7
11017,52.0,19.0,13
11018,14.0,27.0,12
11019,8.0,21.0,16
11020,9.0,11.0,8
11021,22.0,10.0,10
11022,16.0,5.0,13
11023,11.0,8.0,21
11024,13.0,10.0,15
11025,10.0,17.0,50
11026,10.0,12.0,32
11027,8.0,7.0,34
11028,11.0,8.0,17
11029,4.0,9.0,22
11030,7.0,13.0,14
11031,12.0,17.0,32
11032,5.0,14.0,15
11033,13.0,8.0,10
11034,18.0,14.0,7
11035,7.0,28.0,14
11036,5.0,16.0,14
11037,15.0,19.0,11
11038,11.0,6.0,16
11039,5.0,12.0,16
11040,18.0,15.0,11
11041,25.0,48.0,7
11042,15.0,19.0,6
11043,7.0,30.0,13
11044,13.0,13.0,11
11045,8.0,5.0,17
11046,14.0,8.0,20
11047,16.0,13.0,10
11048,10.0,9.0,14
11049,17.0,5.0,11
11050,20.0,8.0,15
11051,23.0,6.0,19
11052,8.0,6.0,17
11053,10.0,4.0,8
11054,17.0,7.0,12
11055,8.0,5.0,12
11056,19.0,16.0,12
11057,21.0,25.0,7
11058,29.0,38.0,8
11059,12.0,13.0,8
11060,39.0,25.0,9
11061,59.0,8.0,12
11062,17.0,23.0,11
11063,17.0,47.0,23
11064,7.0,23.0,8
11065,13.0,15.0,15
11066,24.0,11.0,20
11067,18.0,12.0,12
11068,28.0,15.0,10
11069,43.0,16.0,17
11070,14.0,7.0,11
11071,4.0,11.0,7
11072,7.0,6.0,17
11073,10.0,19.0,35
11074,21.0,14.0,25
11075,26.0,8.0,32
11076,24.0,17.0,24
11077,14.0,12.0,15
11078,9.0,34.0,12
11079,10.0,16.0,13
11080,39.0,36.0,8
11081,28.0,27.0,8
11082,17.0,23.0,5
11083,20.0,19.0,11
11084,22.0,14.0,6
11085,23.0,4.0,5
11086,7.0,8.0,6
11087,5.0,13.0,11
11088,10.0,14.0,8
11089,14.0,6.0,8
11090,11.0,7.0,9
11091,15.0,28.0,5
11092,21.0,19.0,9
11093,19.0,17.0,8
11094,16.0,14.0,4
11095,6.0,10.0,6
11096,24.0,11.0,6
11097,24.0,3.0,6
11098,35.0,6.0,10
11099,6.0,13.0,11
11100,10.0,6.0,4
11101,8.0,6.0,4
11102,2.0,4.0,9
11103,10.0,6.0,9
11104,9.0,9.0,7
11105,14.0,6.0,6
11106,11.0,5.0,10
11107,17.0,3.0,6
11108,12.0,8.0,6
11109,9.0,2.0,8
11110,17.0,6.0,6
11111,21.0,6.0,5
11112,30.0,5.0,10
11113,12.0,16.0,6
11114,16.0,34.0,3
11115,16.0,8.0,17
11116,14.0,9.0,9
11117,16.0,6.0,5
11118,13.0,12.0,8
11119,9.0,20.0,8
11120,10.0,36.0,9
11121,8.0,33.0,6
11122,14.0,37.0,9
11123,16.0,10.0,8
11124,14.0,8.0,16
11125,11.0,11.0,42
11126,17.0,7.0,31
11127,4.0,6.0,41
11128,2.0,10.0,51
11129,5.0,5.0,19
11130,6.0,12.0,17
11131,15.0,13.0,11
11132,30.0,12.0,17
11133,3.0,11.0,12
11134,10.0,22.0,31
11135,4.0,24.0,46
11136,9.0,12.0,31
11137,13.0,9.0,38
11138,12.0,9.0,28
11139,10.0,7.0,23
11140,9.0,13.0,15
11141,14.0,15.0,8
11142,8.0,5.0,30
11143,7.0,14.0,8
11144,14.0,6.0,10
11145,9.0,3.0,17
11146,17.0,8.0,21
11147,19.0,5.0,11
11148,43.0,7.0,9
11149,26.0,6.0,6
11150,10.0,10.0,18
11151,9.0,11.0,19
11152,9.0,24.0,16
11153,11.0,6.0,12
11154,15.0,5.0,25
11155,13.0,8.0,28
11156,13.0,5.0,9
11157,21.0,4.0,30
11158,15.0,6.0,12
11159,11.0,11.0,12
11160,9.0,8.0,7
11161,8.0,7.0,10
11162,11.0,7.0,3
11163,8.0,8.0,5
11164,20.0,7.0,9
11165,10.0,10.0,9
11166,18.0,11.0,5
11167,12.0,11.0,8
11168,13.0,7.0,10
11169,31.0,13.0,11
11170,13.0,11.0,9
11171,23.0,16.0,19
11172,33.0,14.0,9
11173,22.0,8.0,12
11174,18.0,14.0,9
11175,27.0,32.0,13
11176,23.0,40.0,19
11177,9.0,23.0,13
11178,12.0,9.0,14
11179,10.0,7.0,45
11180,26.0,1.0,40
11181,17.0,3.0,10
11182,20.0,5.0,12
11183,14.0,6.0,10
11184,14.0,10.0,17
11185,9.0,9.0,4
11186,8.0,22.0,7
11187,7.0,53.0,13
11188,27.0,24.0,4
11189,12.0,4.0,20
11190,14.0,9.0,9
11191,7.0,9.0,4
11192,16.0,14.0,1
11193,12.0,8.0,2
11194,5.0,7.0,12
11195,9.0,10.0,19
11196,5.0,8.0,25
11197,4.0,5.0,11
11198,11.0,8.0,8
11199,17.0,12.0,2
11200,4.0,11.0,6
11201,9.0,17.0,8
11202,8.0,10.0,19
11203,11.0,9.0,16
11204,10.0,7.0,46
11205,5.0,10.0,34
11206,14.0,23.0,30
11207,8.0,11.0,20
11208,10.0,2.0,14
11209,11.0,11.0,17
11210,15.0,12.0,10
11211,13.0,7.0,10
11212,35.0,8.0,54
11213,23.0,3.0,56
11214,14.0,10.0,24
11215,38.0,7.0,12
11216,31.0,11.0,32
11217,26.0,17.0,59
11218,69.0,43.0,5
11219,37.0,13.0,5
11220,17.0,34.0,13
11221,8.0,26.0,18
11222,8.0,4.0,10
11223,17.0,8.0,13
11224,18.0,3.0,6
11225,40.0,9.0,9
11226,14.0,8.0,25
11227,16.0,4.0,16
11228,11.0,6.0,8
11229,11.0,6.0,10
11230,26.0,8.0,8
11231,34.0,7.0,20
11232,18.0,8.0,3
11233,10.0,20.0,16
11234,37.0,3.0,40
11235,45.0,10.0,28
11236,20.0,9.0,38
11237,14.0,10.0,41
11238,22.0,9.0,29
11239,18.0,3.0,18
11240,63.0,17.0,8
11241,26.0,5.0,31
11242,15.0,8.0,24
11243,13.0,7.0,14
11244,12.0,16.0,11
11245,15.0,7.0,29
11246,6.0,14.0,11
11247,8.0,15.0,19
11248,12.0,34.0,26
11249,7.0,18.0,16
11250,4.0,11.0,12
11251,11.0,11.0,15
11252,10.0,11.0,12
11253,9.0,19.0,18
11254,8.0,10.0,19
11255,16.0,7.0,12
11256,8.0,8.0,6
11257,9.0,2.0,4
11258,7.0,8.0,7
11259,8.0,7.0,14
11260,5.0,13.0,19
11261,8.0,6.0,10
11262,6.0,9.0,11
11263,13.0,9.0,6
11264,8.0,5.0,9
11265,9.0,4.0,23
11266,19.0,12.0,28
11267,19.0,7.0,8
11268,17.0,11.0,6
11269,13.0,8.0,9
11270,13.0,6.0,5
11271,12.0,22.0,3
11272,3.0,23.0,10
11273,5.0,30.0,2
11274,20.0,11.0,13
11275,13.0,15.0,16
11276,22.0,16.0,5
11277,12.0,51.0,10
11278,29.0,9.0,7
11279,9.0,12.0,6
11280,8.0,13.0,7
11281,18.0,7.0,2
11282,15.0,13.0,10
11283,18.0,10.0,18
11284,18.0,9.0,11
11285,12.0,12.0,9
11286,13.0,24.0,6
11287,10.0,13.0,15
11288,8.0,35.0,12
11289,5.0,9.0,13
11290,10.0,4.0,11
11291,3.0,10.0,25
11292,13.0,9.0,10
11293,19.0,9.0,12
11294,17.0,12.0,8
11295,14.0,8.0,18
11296,9.0,10.0,53
11297,22.0,9.0,15
11298,12.0,10.0,6
11299,7.0,6.0,9
11300,5.0,9.0,8
11301,13.0,8.0,13
11302,10.0,35.0,12
11303,8.0,24.0,8
11304,6.0,38.0,22
11305,42.0,18.0,18
11306,15.0,8.0,16
11307,7.0,13.0,15
11308,32.0,10.0,16
11309,19.0,13.0,19
11310,14.0,13.0,17
11311,12.0,10.0,14
11312,34.0,8.0,3
11313,39.0,5.0,8
11314,30.0,4.0,8
11315,19.0,6.0,3
11316,31.0,7.0,10
11317,16.0,6.0,17
11318,24.0,6.0,27
11319,23.0,10.0,54
11320,11.0,11.0,20
11321,7.0,35.0,30
11322,14.0,11.0,35
11323,7.0,16.0,31
11324,10.0,8.0,20
11325,11.0,13.0,7
11326,19.0,9.0,9
11327,26.0,19.0,42
11328,13.0,19.0,16
11329,7.0,9.0,19
11330,10.0,24.0,18
11331,10.0,13.0,4
11332,14.0,23.0,4
11333,7.0,16.0,7
11334,11.0,17.0,1
11335,7.0,12.0,17
11336,11.0,17.0,8
11337,7.0,11.0,9
11338,5.0,4.0,16
11339,11.0,8.0,23
11340,9.0,9.0,24
11341,9.0,5.0,18
11342,10.0,9.0,26
11343,13.0,14.0,20
11344,35.0,11.0,8
11345,14.0,15.0,10
11346,9.0,11.0,16
11347,9.0,15.0,12
11348,9.0,25.0,11
11349,11.0,25.0,35
11350,10.0,25.0,14
11351,5.0,29.0,8
11352,5.0,35.0,7
11353,8.0,8.0,20
11354,10.0,18.0,18
11355,7.0,35.0,40
11356,9.0,59.0,45
11357,11.0,32.0,22
11358,10.0,52.0,44
11359,12.0,18.0,54
11360,9.0,14.0,66
11361,7.0,19.0,20
11362,20.0,9.0,6
11363,12.0,11.0,6
11364,12.0,17.0,21
11365,24.0,10.0,8
11366,30.0,15.0,10
11367,16.0,13.0,15
11368,6.0,10.0,11
11369,28.0,18.0,51
11370,20.0,10.0,20
11371,5.0,15.0,12
11372,22.0,19.0,11
11373,9.0,11.0,13
11374,8.0,4.0,29
11375,8.0,9.0,43
11376,15.0,21.0,11
11377,11.0,13.0,28
11378,4.0,27.0,14
11379,5.0,23.0,13
11380,15.0,17.0,7
11381,13.0,32.0,20
11382,20.0,18.0,15
11383,9.0,19.0,47
11384,10.0,18.0,6
11385,11.0,27.0,15
11386,13.0,31.0,10
11387,18.0,40.0,6
11388,34.0,14.0,10
11389,20.0,22.0,6
11390,55.0,23.0,15
11391,25.0,21.0,7
11392,17.0,26.0,6
11393,10.0,4.0,22
11394,8.0,5.0,18
11395,27.0,6.0,11
11396,14.0,12.0,22
11397,6.0,14.0,17
11398,5.0,20.0,16
11399,5.0,9.0,45
11400,13.0,16.0,9
11401,1.0,17.0,5
11402,12.0,19.0,9
11403,5.0,27.0,7
11404,14.0,16.0,7
11405,12.0,8.0,7
11406,8.0,27.0,14
11407,21.0,11.0,16
11408,5.0,4.0,10
11409,16.0,15.0,14
11410,13.0,8.0,2
11411,4.0,15.0,3
11412,2.0,12.0,7
11413,21.0,9.0,11
11414,6.0,14.0,21
11415,5.0,41.0,14
11416,6.0,38.0,9
11417,6.0,14.0,5
11418,4.0,12.0,14
11419,4.0,10.0,7
11420,8.0,15.0,12
11421,4.0,3.0,37
11422,6.0,39.0,24
11423,7.0,59.0,18
11424,9.0,17.0,21
11425,6.0,10.0,49
11426,20.0,5.0,10
11427,9.0,16.0,19
11428,17.0,13.0,11
11429,13.0,5.0,15
11430,29.0,18.0,13
11431,12.0,12.0,9
11432,13.0,15.0,10
11433,8.0,18.0,7
11434,11.0,16.0,6
11435,6.0,8.0,13
11436,8.0,7.0,6
11437,16.0,19.0,5
11438,8.0,6.0,6
11439,16.0,10.0,11
11440,20.0,7.0,6
11441,5.0,10.0,13
11442,11.0,13.0,6
11443,8.0,11.0,15
11444,8.0,10.0,16
11445,15.0,15.0,28
11446,47.0,10.0,41
11447,30.0,6.0,18
11448,6.0,9.0,24
11449,10.0,13.0,80
11450,7.0,11.0,16
11451,13.0,6.0,8
11452,4.0,6.0,9
11453,16.0,12.0,6
11454,6.0,6.0,9
11455,26.0,13.0,8
11456,20.0,7.0,9
11457,3.0,8.0,7
11458,4.0,12.0,6
11459,4.0,10.0,10
11460,6.0,19.0,10
11461,16.0,8.0,5
11462,32.0,10.0,8
11463,34.0,17.0,9
11464,9.0,3.0,4
11465,37.0,8.0,11
11466,20.0,10.0,19
11467,13.0,21.0,7
11468,15.0,12.0,6
11469,14.0,5.0,6
11470,10.0,12.0,10
11471,14.0,5.0,8
11472,9.0,13.0,12
11473,19.0,9.0,10
11474,12.0,8.0,44
11475,8.0,9.0,22
11476,13.0,3.0,11
11477,13.0,22.0,27
11478,11.0,8.0,14
11479,10.0,23.0,11
11480,14.0,20.0,4
11481,11.0,8.0,7
11482,15.0,9.0,7
11483,16.0,5.0,15
11484,17.0,7.0,14
11485,16.0,15.0,11
11486,12.0,21.0,15
11487,8.0,21.0,10
11488,8.0,22.0,18
11489,7.0,11.0,61
11490,22.0,9.0,24
11491,13.0,13.0,16
11492,20.0,5.0,24
11493,8.0,15.0,13
11494,11.0,15.0,13
11495,20.0,17.0,12
11496,13.0,7.0,16
11497,9.0,43.0,10
11498,7.0,21.0,13
11499,7.0,17.0,13
11500,5.0,15.0,16
11501,14.0,8.0,16
11502,7.0,10.0,9
11503,14.0,8.0,21
11504,8.0,11.0,29
11505,10.0,9.0,10
11506,12.0,28.0,13
11507,24.0,17.0,7
11508,20.0,3.0,2
11509,24.0,8.0,8
11510,27.0,3.0,7
11511,12.0,9.0,7
11512,14.0,9.0,7
11513,8.0,8.0,11
11514,16.0,5.0,7
11515,14.0,10.0,10
11516,12.0,23.0,10
11517,8.0,13.0,18
11518,3.0,7.0,12
11519,4.0,10.0,16
11520,8.0,6.0,20
11521,9.0,7.0,6
11522,16.0,12.0,7
11523,11.0,20.0,12
11524,17.0,11.0,9
11525,15.0,6.0,9
11526,15.0,10.0,9
11527,13.0,16.0,8
11528,20.0,13.0,10
11529,16.0,13.0,7
11530,10.0,7.0,4
11531,9.0,11.0,5
11532,8.0,16.0,2
11533,8.0,3.0,7
11534,5.0,9.0,24
11535,9.0,12.0,12
11536,15.0,17.0,10
11537,4.0,18.0,6
11538,4.0,17.0,9
11539,10.0,20.0,10
11540,27.0,10.0,10
11541,12.0,12.0,2
11542,9.0,10.0,11
11543,17.0,39.0,13
11544,15.0,19.0,15
11545,11.0,27.0,6
11546,11.0,11.0,5
11547,6.0,9.0,10
11548,16.0,8.0,17
11549,7.0,9.0,62
11550,11.0,11.0,9
11551,13.0,11.0,22
11552,6.0,23.0,16
11553,11.0,9.0,17
11554,31.0,7.0,18
11555,15.0,4.0,14
11556,15.0,20.0,7
11557,22.0,5.0,12
11558,13.0,25.0,4
11559,6.0,21.0,11
11560,12.0,6.0,11
11561,15.0,10.0,4
11562,14.0,24.0,7
11563,18.0,32.0,12
11564,16.0,17.0,12
11565,27.0,9.0,11
11566,27.0,15.0,8
11567,18.0,5.0,8
11568,18.0,18.0,9
11569,36.0,10.0,15
11570,29.0,9.0,12
11571,24.0,16.0,25
11572,12.0,31.0,11
11573,8.0,16.0,12
11574,6.0,25.0,14
11575,5.0,17.0,18
11576,10.0,24.0,26
11577,4.0,16.0,10
11578,12.0,15.0,14
11579,13.0,9.0,21
11580,13.0,7.0,35
11581,6.0,13.0,35
11582,15.0,17.0,12
11583,12.0,24.0,9
11584,7.0,30.0,14
11585,27.0,29.0,17
11586,31.0,7.0,13
11587,8.0,21.0,7
11588,14.0,32.0,3
11589,21.0,65.0,11
11590,9.0,28.0,14
11591,20.0,7.0,24
11592,14.0,11.0,13
11593,10.0,20.0,11
11594,6.0,12.0,29
11595,20.0,11.0,26
11596,14.0,7.0,50
11597,12.0,14.0,20
11598,17.0,11.0,14
11599,11.0,6.0,8
11600,14.0,5.0,10
11601,6.0,5.0,19
11602,7.0,8.0,12
11603,5.0,9.0,21
11604,7.0,7.0,16
11605,11.0,8.0,19
11606,27.0,7.0,20
11607,12.0,16.0,10
11608,12.0,8.0,17
11609,8.0,13.0,5
11610,11.0,14.0,16
11611,10.0,10.0,11
11612,18.0,13.0,13
11613,7.0,7.0,6
11614,17.0,11.0,29
11615,21.0,14.0,24
11616,9.0,8.0,20
11617,12.0,8.0,25
11618,7.0,5.0,12
11619,15.0,12.0,12
11620,18.0,11.0,23
11621,13.0,16.0,17
11622,19.0,11.0,16
11623,15.0,11.0,13
11624,16.0,17.0,22
11625,8.0,4.0,14
11626,6.0,9.0,11
11627,9.0,11.0,14
11628,13.0,20.0,12
11629,12.0,19.0,12
11630,12.0,8.0,9
11631,12.0,7.0,13
11632,6.0,9.0,10
11633,14.0,8.0,11
11634,14.0,10.0,6
11635,15.0,7.0,31
11636,26.0,13.0,36
11637,27.0,15.0,10
11638,17.0,29.0,7
11639,15.0,11.0,7
11640,7.0,16.0,20
11641,18.0,31.0,16
11642,17.0,36.0,12
11643,14.0,16.0,4
11644,45.0,26.0,6
11645,40.0,14.0,5
11646,8.0,16.0,10
11647,5.0,12.0,4
11648,7.0,20.0,10
11649,9.0,17.0,7
11650,9.0,14.0,17
11651,10.0,10.0,8
11652,2.0,7.0,13
11653,9.0,20.0,22
11654,10.0,20.0,9
11655,8.0,38.0,6
11656,24.0,75.0,9
11657,8.0,22.0,8
11658,3.0,7.0,14
11659,8.0,28.0,26
11660,12.0,17.0,15
11661,5.0,18.0,22
11662,6.0,12.0,35
11663,7.0,16.0,5
11664,8.0,9.0,14
11665,8.0,12.0,37
11666,6.0,12.0,27
11667,6.0,10.0,19
11668,10.0,16.0,17
11669,3.0,18.0,12
11670,8.0,27.0,7
11671,10.0,34.0,3
11672,18.0,21.0,5
11673,10.0,17.0,15
11674,13.0,24.0,31
11675,20.0,20.0,13
11676,22.0,13.0,9
11677,19.0,8.0,5
11678,10.0,23.0,3
11679,6.0,6.0,9
11680,14.0,38.0,11
11681,27.0,33.0,28
11682,10.0,21.0,6
11683,8.0,14.0,8
11684,8.0,29.0,17
11685,9.0,29.0,7
11686,10.0,15.0,9
11687,8.0,14.0,16
11688,15.0,12.0,27
11689,2.0,14.0,22
11690,6.0,11.0,15
11691,7.0,18.0,14
11692,9.0,8.0,18
11693,14.0,17.0,21
11694,4.0,10.0,7
11695,13.0,19.0,13
11696,11.0,24.0,16
11697,10.0,78.0,19
11698,12.0,11.0,20
11699,9.0,10.0,20
11700,7.0,10.0,18
11701,11.0,7.0,8
11702,12.0,12.0,3
11703,13.0,16.0,10
11704,36.0,5.0,10
11705,17.0,3.0,14
11706,12.0,8.0,17
11707,16.0,17.0,8
11708,12.0,8.0,14
11709,34.0,6.0,8
11710,19.0,8.0,18
11711,9.0,6.0,5
11712,23.0,10.0,12
11713,12.0,10.0,10
11714,10.0,8.0,6
11715,14.0,9.0,29
11716,7.0,5.0,49
11717,10.0,4.0,40
11718,16.0,6.0,29
11719,16.0,10.0,36
11720,9.0,20.0,26
11721,7.0,1.0,15
11722,10.0,37.0,14
11723,5.0,15.0,14
11724,10.0,6.0,9
11725,12.0,7.0,5
11726,26.0,10.0,9
11727,18.0,17.0,12
11728,13.0,12.0,7
11729,19.0,15.0,9
11730,16.0,10.0,16
11731,19.0,3.0,28
11732,8.0,11.0,29
11733,10.0,9.0,52
11734,10.0,8.0,13
11735,8.0,12.0,17
11736,10.0,13.0,14
11737,8.0,13.0,11
11738,11.0,7.0,3
11739,4.0,17.0,19
11740,10.0,24.0,43
11741,11.0,24.0,15
11742,9.0,43.0,11
11743,9.0,27.0,16
11744,9.0,25.0,10
11745,12.0,6.0,9
11746,6.0,17.0,6
11747,11.0,23.0,9
11748,11.0,24.0,16
11749,17.0,41.0,18
11750,14.0,28.0,27
11751,5.0,14.0,17
11752,5.0,15.0,7
11753,6.0,9.0,13
11754,15.0,13.0,28
11755,10.0,14.0,46
11756,5.0,19.0,23
11757,14.0,6.0,15
11758,9.0,20.0,5
11759,16.0,13.0,17
11760,17.0,9.0,8
11761,8.0,8.0,9
11762,8.0,12.0,17
11763,10.0,12.0,8
11764,9.0,14.0,5
11765,8.0,12.0,10
11766,13.0,7.0,4
11767,25.0,5.0,13
11768,5.0,9.0,11
11769,27.0,9.0,13
11770,21.0,15.0,9
11771,11.0,5.0,20
11772,15.0,10.0,9
11773,7.0,12.0,11
11774,11.0,14.0,8
11775,6.0,5.0,10
11776,16.0,12.0,7
11777,17.0,5.0,11
11778,9.0,12.0,5
11779,6.0,17.0,10
11780,8.0,11.0,20
11781,8.0,8.0,41
11782,4.0,11.0,35
11783,12.0,13.0,13
11784,7.0,8.0,18
11785,9.0,10.0,14
11786,19.0,11.0,27
11787,9.0,16.0,10
11788,9.0,13.0,16
11789,8.0,22.0,16
11790,13.0,38.0,24
11791,10.0,26.0,26
11792,9.0,36.0,28
11793,2.0,6.0,2
11794,10.0,10.0,10
11795,7.0,15.0,20
11796,16.0,14.0,9
11797,14.0,14.0,7
11798,16.0,13.0,17
11799,14.0,7.0,15
11800,12.0,9.0,14
11801,19.0,11.0,15
11802,17.0,10.0,10
11803,11.0,3.0,8
11804,10.0,7.0,5
11805,9.0,3.0,11
11806,33.0,11.0,8
11807,13.0,9.0,11
11808,13.0,13.0,13
11809,7.0,12.0,12
11810,13.0,8.0,5
11811,9.0,11.0,9
11812,22.0,16.0,5
11813,15.0,14.0,12
11814,4.0,10.0,12
11815,7.0,4.0,11
11816,6.0,4.0,18
11817,11.0,34.0,5
11818,13.0,22.0,22
11819,10.0,54.0,20
11820,6.0,34.0,13
11821,8.0,10.0,15
11822,11.0,9.0,19
11823,6.0,8.0,4
11824,7.0,9.0,12
11825,7.0,29.0,12
11826,9.0,18.0,10
11827,13.0,20.0,6
11828,12.0,36.0,15
11829,16.0,5.0,11
11830,9.0,7.0,14
11831,10.0,4.0,12
11832,11.0,7.0,4
11833,4.0,9.0,6
11834,3.0,11.0,8
11835,7.0,12.0,14
11836,14.0,7.0,10
11837,8.0,5.0,16
11838,8.0,7.0,24
11839,7.0,7.0,9
11840,6.0,6.0,13
11841,6.0,32.0,8
11842,10.0,8.0,10
11843,9.0,7.0,15
11844,12.0,4.0,11
11845,7.0,8.0,18
11846,9.0,30.0,33
11847,15.0,7.0,38
11848,11.0,13.0,24
11849,12.0,9.0,18
11850,8.0,14.0,9
11851,4.0,7.0,9
11852,6.0,28.0,10
11853,8.0,26.0,10
11854,5.0,7.0,15
11855,5.0,5.0,13
11856,13.0,5.0,8
11857,4.0,9.0,10
11858,9.0,9.0,20
11859,11.0,4.0,12
11860,6.0,26.0,11
11861,9.0,42.0,9
11862,5.0,15.0,11
11863,5.0,12.0,11
11864,5.0,6.0,10
11865,12.0,1.0,11
11866,12.0,9.0,13
11867,10.0,4.0,11
11868,8.0,14.0,15
11869,10.0,29.0,13
11870,21.0,23.0,14
11871,15.0,10.0,16
11872,12.0,9.0,10
11873,6.0,45.0,12
11874,16.0,6.0,29
11875,38.0,20.0,36
11876,13.0,22.0,14
11877,19.0,6.0,10
11878,12.0,13.0,16
11879,14.0,7.0,21
11880,17.0,4.0,9
11881,19.0,5.0,18
11882,9.0,9.0,8
11883,11.0,6.0,8
11884,10.0,3.0,9
11885,8.0,16.0,37
11886,25.0,21.0,23
11887,20.0,25.0,28
11888,17.0,6.0,44
11889,14.0,14.0,34
11890,8.0,32.0,21
11891,16.0,24.0,14
11892,9.0,11.0,26
11893,4.0,15.0,60
11894,7.0,14.0,35
11895,19.0,17.0,43
11896,13.0,14.0,12
11897,15.0,10.0,13
11898,22.0,20.0,40
11899,11.0,13.0,21
11900,19.0,17.0,26
11901,35.0,10.0,12
11902,40.0,11.0,17
11903,27.0,19.0,39
11904,22.0,16.0,41
11905,46.0,21.0,18
11906,22.0,15.0,48
11907,27.0,8.0,61
11908,18.0,10.0,17
11909,21.0,9.0,27
11910,22.0,6.0,19
11911,30.0,6.0,8
11912,18.0,16.0,22
11913,31.0,33.0,21
11914,16.0,21.0,14
11915,21.0,9.0,13
11916,15.0,5.0,5
11917,39.0,14.0,6
11918,19.0,10.0,11
11919,13.0,15.0,12
11920,9.0,23.0,5
11921,13.0,19.0,7
11922,37.0,19.0,9
11923,54.0,8.0,25
11924,9.0,5.0,33
11925,16.0,4.0,41
11926,20.0,7.0,15
11927,24.0,10.0,11
11928,10.0,14.0,2
11929,13.0,15.0,23
11930,36.0,26.0,9
11931,15.0,38.0,12
11932,10.0,13.0,12
11933,9.0,36.0,18
11934,11.0,25.0,11
11935,3.0,22.0,14
11936,4.0,30.0,6
11937,10.0,40.0,9
11938,8.0,33.0,16
11939,9.0,34.0,12
11940,17.0,33.0,17
11941,14.0,14.0,25
11942,24.0,14.0,11
11943,26.0,13.0,13
11944,13.0,17.0,14
11945,17.0,9.0,15
11946,18.0,16.0,12
11947,14.0,13.0,7
11948,15.0,14.0,13
11949,7.0,12.0,13
11950,27.0,19.0,10
11951,12.0,26.0,14
11952,13.0,5.0,29
11953,14.0,11.0,17
11954,21.0,15.0,9
11955,23.0,13.0,6
11956,5.0,10.0,8
11957,17.0,7.0,32
